Date_NodeID	0
2026050700	1.50
2026050701	1.35
2026050702	1.24
2026050703	1.50
2026050704	1.55
2026050705	1.63
2026050706	1.60
2026050707	1.46
2026050708	1.35
2026050709	1.34
2026050710	1.45
2026050711	0.00
2026050712	0.00
2026050713	0.00
2026050714	0.00
2026050715	0.00
2026050716	0.00
2026050717	0.00
2026050718	0.00
2026050719	0.00
2026050720	1.91
2026050721	1.79
2026050722	1.88
2026050723	2.01
2026050800	4.94
2026050801	9.56
2026050802	14.40
2026050803	26.11
2026050804	18.01
2026050805	13.58
2026050806	5.00
2026050807	6.00
2026050808	0.00
2026050809	0.00
2026050810	0.00
2026050811	0.00
2026050812	0.00
2026050813	0.00
2026050814	0.00
2026050815	0.00
2026050816	4.00
2026050817	8.00
2026050818	19.00
2026050819	3.00
2026050820	0.00
2026050821	0.00
2026050822	0.00
2026050823	0.00
