RESTPRICE	33
Date	Price
2026050700	24.88
2026050701	25.85
2026050702	28.00
2026050703	23.00
2026050704	35.00
2026050705	39.00
2026050706	45.00
2026050707	26.56
2026050708	52.93
2026050709	10.94
2026050710	10.01
2026050711	17.95
2026050712	82.58
2026050713	25.50
2026050714	55.82
2026050715	29.39
2026050716	46.96
2026050717	17.59
2026050718	88.33
2026050719	80.82
2026050720	88.83
2026050721	78.90
2026050722	59.98
2026050723	50.71
2026050800	99.08
2026050801	59.40
2026050802	16.89
2026050803	18.52
2026050804	27.10
2026050805	18.97
2026050806	16.00
2026050807	13.00
2026050808	11.00
2026050809	12.00
2026050810	13.00
2026050811	16.00
2026050812	12.00
2026050813	13.00
2026050814	12.00
2026050815	11.00
2026050816	8.00
2026050817	15.00
2026050818	12.00
2026050819	15.00
2026050820	13.00
2026050821	14.00
2026050822	17.00
2026050823	16.00
