RESTPRICE	30
Date	Price
2026011500	24.00
2026011501	19.44
2026011502	15.95
2026011503	13.75
2026011504	13.00
2026011505	13.75
2026011506	15.95
2026011507	19.44
2026011508	24.00
2026011509	29.31
2026011510	35.00
2026011511	40.69
2026011512	46.00
2026011513	50.56
2026011514	54.05
2026011515	56.25
2026011516	57.00
2026011517	56.25
2026011518	54.05
2026011519	50.56
2026011520	46.00
2026011521	40.69
2026011522	35.00
2026011523	29.31
2026011600	24.00
2026011601	19.44
2026011602	15.95
2026011603	13.75
2026011604	13.00
2026011605	13.75
2026011606	15.95
2026011607	19.44
2026011608	24.00
2026011609	29.31
2026011610	35.00
2026011611	40.69
2026011612	46.00
2026011613	50.56
2026011614	54.05
2026011615	56.25
2026011616	57.00
2026011617	56.25
2026011618	54.05
2026011619	50.56
2026011620	46.00
2026011621	40.69
2026011622	35.00
2026011623	29.31
2026011700	24.00
2026011701	19.44
2026011702	15.95
2026011703	13.75
2026011704	13.00
2026011705	13.75
2026011706	15.95
2026011707	19.44
2026011708	24.00
2026011709	29.31
2026011710	35.00
2026011711	40.69
2026011712	46.00
2026011713	50.56
2026011714	54.05
2026011715	56.25
2026011716	57.00
2026011717	56.25
2026011718	54.05
2026011719	50.56
2026011720	46.00
2026011721	40.69
2026011722	35.00
2026011723	29.31
